Year,Rank,Company,Revenue (in millions),Profit (in millions)
2008,820,Lincoln Electric Holdings,2280.80,202.7
2008,821,International Flavors & Fragrances,2276.60,247.1
2008,822,Cleveland-Cliffs,2275.20,270
2008,823,Brown-Forman,2268.00,389
2008,824,Moody's,2259.00,701.5
2008,825,National Life Group,2253.00,108.5
2008,826,Pall,2249.90,127.5
2008,827,Valassis Communications,2242.20,58
2008,828,MetroPCS Communications,2235.70,100.4
2008,829,Burger King Holdings,2234.00,148
2008,830,Ralcorp Holdings,2233.40,31.9
2008,831,T. Rowe Price,2233.10,670.6
2008,832,Metal Management,2229.00,116.4
2008,833,E*Trade Financial,2222.60,"-1,441.80"
2008,834,Church & Dwight,2220.90,169
2008,835,Martin Marietta Materials,2213.40,262.7
2008,836,Ferro,2204.80,-94.5
2008,837,C.R. Bard,2202.00,406.4
2008,838,Univision Communications,2196.00,-314.9
2008,839,Andrew,2195.10,-162.8
2008,840,IMS Health,2192.60,234
2008,841,Scholastic,2179.10,60.9
2008,842,Autodesk,2171.90,356.2
2008,843,MPS Group,2171.80,87.1
2008,844,Thomas & Betts,2168.90,183.2
2008,845,NewPage Holding,2168.00,-22
2008,846,"Pep Boys-Manny, Moe & Jack",2162.60,-41
2008,847,Children's Place Retail Stores,2162.60,-59.6
2008,848,Briggs & Stratton,2157.20,0.1
2008,849,Magellan Health Services,2156.00,94.2
2008,850,Nelnet,2155.20,32.9
2008,851,Southwest Gas,2152.10,83.2
2008,852,J.M. Smucker,2148.00,157.2
2008,853,Equity Residential,2147.20,989.6
2008,854,Furniture Brands International,2145.70,-45.6
2008,855,ENSCO International,2143.80,992
2008,856,Ametek,2136.90,228
2008,857,King Pharmaceuticals,2136.50,183
2008,858,Hercules,2136.20,178.9
2008,859,Cognizant Technology Solutions,2135.60,350.1
2008,860,Hudson City Bancorp,2134.80,295.9
2008,861,Applera,2132.50,159.3
2008,862,Affinia Group Intermediate Holdings,2132.00,-30
2008,863,Grant Prideco,2118.70,519.2
2008,864,Patterson-UTI Energy,2114.20,438.6
2008,865,Men's Wearhouse,2112.60,147
2008,866,Biomet,2107.40,335.9
2008,867,Stewart Information Services,2106.70,-40.2
2008,868,Roper Industries,2102.00,250
2008,869,West,2099.50,5.4
2008,870,Rowan,2095.00,483.8
2008,871,National Fuel Gas,2090.10,337.5
2008,872,Oil States International,2088.20,203.4
2008,873,Amerco,2085.60,90.6
2008,874,DynCorp International,2082.30,27
2008,875,Pioneer Natural Resources,2071.30,372.7
2008,876,Werner Enterprises,2071.20,75.4
2008,877,Imation,2062.00,-50.4
2008,878,Fastenal,2061.80,232.6
2008,879,Hayes Lemmerz,2052.20,-227.9
2008,880,Quanex,2049.00,134.6
2008,881,Cenveo,2046.70,40.8
2008,882,Sigma-Aldrich,2038.70,311.1
2008,883,Flowers Foods,2036.70,94.6
2008,884,Belden,2032.80,137.1
2008,885,Source Interlink,2031.70,-37.3
2008,886,Rush Enterprises,2030.80,51.5
2008,887,IDT,2030.60,58.6
2008,888,Warnaco Group,2030.50,79.1
2008,889,Hill-Rom Holdings,2023.70,190.6
2008,890,Interactive Brokers Group,2023.40,300.5
2008,891,Spherion,2021.70,25.3
2008,892,Laclede Group,2021.60,49.8
2008,893,IndyMac Bancorp,2020.10,-614.8
2008,894,NBTY,2014.50,207.9
2008,895,Applied Industrial Technologies,2014.10,86
2008,896,Dentsply International,2009.80,259.7
2008,897,Fleetwood Enterprises,2007.90,-90
2008,898,Boyd Gaming,2007.30,303
2008,899,Alliance One International,2004.10,-21.6
2008,900,Ferrellgas Partners,1992.40,34.8
2008,901,ScanSource,1986.90,42.6
2008,902,Commerce Group,1982.40,190.9
2008,903,Tupperware Brands,1981.40,116.9
2008,904,Sauer-Danfoss,1972.50,47.2
2008,905,Pacer International,1969.40,54.3
2008,906,Carpenter Technology,1944.80,227.2
2008,907,ACCO Brands,1938.90,-0.9
2008,908,CACI International,1938.00,78.5
2008,909,CommScope,1930.80,204.8
2008,910,National Semiconductor,1929.90,375.3
2008,911,Pool,1928.40,69.4
2008,912,USEC,1928.00,96.6
2008,913,MEMC Electronic Materials,1921.80,826.2
2008,914,Herman Miller,1918.90,129.1
2008,915,Donaldson,1918.80,150.7
2008,916,Tellabs,1913.40,65
2008,917,Sierra Health Services,1909.70,94.1
2008,918,CSK Auto,1896.80,-0.1
2008,919,UST,1893.20,520.3
2008,920,AptarGroup,1892.20,141.7
2008,921,Paychex,1887.00,515.4
2008,922,Jo Ann Stores,1878.80,15.4
2008,923,Alpha Natural Resources,1877.60,27.7
2008,924,Toro,1876.90,142.4
2008,925,Gardner Denver,1868.80,205.1
2008,926,HealthExtras,1857.70,39.3
2008,927,Iasis Healthcare,1850.00,41.6
2008,928,Mueller Water Products,1849.00,48.2
2008,929,Selective Insurance Group,1846.20,146.5
2008,930,Metals USA Holdings,1845.30,13.9
2008,931,Equifax,1843.00,272.7
2008,932,Xilinx,1842.70,350.7
2008,933,Brookdale Senior Living,1839.30,-162
2008,934,Arkansas Best,1836.90,56.8
2008,935,Baldor Electric,1824.90,94.1
2008,936,Public Storage,1818.00,457.5
2008,937,Mutual of America Life,1810.20,7.5
2008,938,Regal-Beloit,1802.50,118.3
2008,939,Century Aluminum,1798.20,-101.2
2008,940,Career Education,1795.70,59.6
2008,941,Mettler-Toledo International,1793.70,178.5
2008,942,Newfield Exploration,1791.00,450
2008,943,PerkinElmer,1787.30,131.7
2008,944,A. Schulman,1787.10,22.6
2008,945,PC Connection,1785.40,23
2008,946,Alexander & Baldwin,1782.00,142
2008,947,Fred's,1780.90,10.7
2008,948,Polaris Industries,1780.00,111.7
2008,949,Varian Medical Systems,1776.60,239.5
2008,950,Agilysys,1774.60,232.9
2008,951,AIMCO,1773.60,29.9
2008,952,Cephalon,1772.60,-191.7
2008,953,Watsco,1770.50,65.6
2008,954,RSC Holdings,1769.20,123.3
2008,955,Helix Energy Solutions Group,1767.40,320.5
2008,956,Dollar Thrifty Automotive,1760.80,1.2
2008,957,American Greetings,1759.40,42.4
2008,958,Modine Manufacturing,1757.50,42.3
2008,959,CME Group,1756.10,658.5
2008,960,Guess,1749.90,186.5
2008,961,Oceaneering International,1743.10,180.4
2008,962,Portland General Electric,1743.00,145
2008,963,Kansas City Southern,1742.80,153.8
2008,964,Colonial Bancgroup,1742.70,180.9
2008,965,PSS World Medical,1741.60,50.5
2008,966,La-Z-Boy,1740.00,4.1
2008,967,Knights of Columbus,1739.90,88.4
2008,968,Louisiana-Pacific,1733.20,-179.9
2008,969,Westar Energy,1726.80,168.4
2008,970,Chaparral Steel,1722.90,269.3
2008,971,Chico's FAS,1716.00,88.9
2008,972,Piedmont Natural Gas,1711.30,104.4
2008,973,Sealy,1702.10,79.4
2008,974,MGIC Investment,1693.20,"-1,670.00"
2008,975,MSC Industrial Direct,1688.20,173.9
2008,976,Duane Reade Holdings,1686.80,-87.8
2008,977,ExpressJet Holdings,1685.50,-70.2
2008,978,Cinemark Holdings,1682.80,88.9
2008,979,New York Community Bancorp,1677.80,279.1
2008,980,BE Aerospace,1677.70,147.3
2008,981,Arthur J. Gallagher,1675.10,138.8
2008,982,Plum Creek Timber,1675.00,282
2008,983,Central Garden & Pet,1671.10,32.3
2008,984,Fairchild Semiconductor Intl.,1670.20,64
2008,985,Dresser-Rand Group,1665.00,106.7
2008,986,Key Energy Services,1662.00,169.3
2008,987,Dun & Bradstreet,1659.70,298.1
2008,988,Sun Healthcare Group,1658.90,57.5
2008,989,Hub Group,1658.20,59.8
2008,990,Potlatch,1656.50,56.4
2008,991,Complete Production Services,1655.20,161.6
2008,992,Bob Evans Farms,1654.50,60.5
2008,993,Meredith,1645.80,162.3
2008,994,Beacon Roofing Supply,1645.80,25.3
2008,995,Atmel,1639.20,47.9
2008,996,Calumet Specialty Products,1637.80,82.9
2008,997,Apria Healthcare Group,1631.80,86
2008,998,Covance,1631.50,175.9
2008,999,Leap Wireless International,1630.80,-75.9
2008,1000,Helmerich & Payne,1629.70,449.3
2009,1,Exxon Mobil,442851.00,"45,220.00"
2009,2,Wal-Mart Stores,405607.00,"13,400.00"
2009,3,Chevron,263159.00,"23,931.00"
2009,4,ConocoPhillips,230764.00,"-16,998.00"
2009,5,General Electric,183207.00,"17,410.00"
2009,6,General Motors,148979.00,"-30,860.00"
2009,7,Ford Motor,146277.00,"-14,672.00"
2009,8,AT&T,124028.00,"12,867.00"
2009,9,Hewlett-Packard,118364.00,"8,329.00"
2009,10,Valero Energy,118298.00,"-1,131.00"
2009,11,Bank of America Corp.,113106.00,"4,008.00"
2009,12,Citigroup,112372.00,"-27,684.00"
2009,13,Berkshire Hathaway,107786.00,"4,994.00"
2009,14,International Business Machines,103630.00,"12,334.00"
2009,15,McKesson,101703.00,990
2009,16,J.P. Morgan Chase & Co.,101491.00,"5,605.00"
2009,17,Verizon Communications,97354.00,"6,428.00"
2009,18,Cardinal Health,91091.40,"1,300.60"
2009,19,CVS Caremark,87471.90,"3,212.10"
2009,20,Procter & Gamble,83503.00,"12,075.00"
2009,21,UnitedHealth Group,81186.00,"2,977.00"
2009,22,Kroger,76000.00,"1,249.40"
2009,23,Marathon Oil,73504.00,"3,528.00"
2009,24,Costco Wholesale,72483.00,"1,282.70"
2009,25,Home Depot,71288.00,"2,260.00"
2009,26,AmerisourceBergen,70593.50,250.6
2009,27,Archer Daniels Midland,69816.00,"1,802.00"
2009,28,Target,64948.00,"2,214.00"
2009,29,Johnson & Johnson,63747.00,"12,949.00"
2009,30,Morgan Stanley,62262.00,"1,707.00"
2009,31,State Farm Insurance Cos.,61343.40,-541.8
2009,32,WellPoint,61251.10,"2,490.70"
2009,33,Dell,61101.00,"2,478.00"
2009,34,Boeing,60909.00,"2,672.00"
2009,35,Microsoft,60420.00,"17,681.00"
2009,36,Walgreen,59034.00,"2,157.00"
2009,37,United Technologies,58681.00,"4,689.00"
2009,38,Dow Chemical,57514.00,579
2009,39,MetLife,55085.00,"3,209.00"
2009,40,Goldman Sachs Group,53579.00,"2,322.00"
2009,41,Sunoco,51652.00,776
2009,41,Wells Fargo,51652.00,"2,655.00"
2009,43,United Parcel Service,51486.00,"3,003.00"
2009,44,Caterpillar,51324.00,"3,557.00"
2009,45,Medco Health Solutions,51258.00,"1,102.90"
2009,46,Pfizer,48296.00,"8,104.00"
2009,47,Lowe's,48230.00,"2,195.00"
2009,48,Time Warner,46984.00,"-13,402.00"
2009,49,Sears Holdings,46770.00,53
2009,50,Safeway,44104.00,965.3
2009,51,Supervalu,44048.00,593
2009,52,PepsiCo,43251.00,"5,142.00"
2009,53,Kraft Foods,42867.00,"2,901.00"
2009,54,Lockheed Martin,42731.00,"3,217.00"
2009,55,Hess,41094.00,"2,360.00"
2009,56,Best Buy,40023.00,"1,407.00"
2009,57,Cisco Systems,39540.00,"8,052.00"
2009,58,Johnson Controls,38062.00,979
2009,59,FedEx,37953.00,"1,125.00"
2009,60,Walt Disney,37843.00,"4,427.00"
2009,61,Intel,37586.00,"5,292.00"
2009,62,Sysco,37522.10,"1,106.20"
2009,63,Honeywell International,36556.00,"2,792.00"
2009,64,Sprint Nextel,35635.00,"-2,796.00"
2009,65,Enterprise GP Holdings,35469.60,164.1
2009,66,GMAC,35445.00,"1,868.00"
2009,67,Ingram Micro,34362.20,-394.9
2009,68,Comcast,34256.00,"2,547.00"
2009,69,Northrop Grumman,33940.00,"-1,262.00"
2009,70,News Corp.,32996.00,"5,387.00"
2009,71,Apple,32479.00,"4,834.00"
2009,72,CHS,32167.50,803
2009,73,Coca-Cola,31944.00,"5,807.00"
2009,74,American Express,31877.00,"2,699.00"
2009,75,DuPont,31836.00,"2,007.00"
2009,76,New York Life Insurance,31416.20,-949.7
2009,77,Aetna,30950.70,"1,384.10"
2009,78,Motorola,30146.00,"-4,244.00"
2009,79,Plains All American Pipeline,30061.00,437
2009,80,Abbott Laboratories,29527.60,"4,880.70"
2009,81,Allstate,29394.00,"-1,679.00"
2009,82,TIAA-CREF,29362.50,"-3,344.90"
2009,83,General Dynamics,29302.00,"2,459.00"
2009,84,Prudential Financial,29275.00,"-1,073.00"
2009,85,Humana,28946.40,647.2
2009,86,Liberty Mutual Insurance Group,28855.00,"1,140.00"
2009,87,Deere,28437.60,"2,052.80"
2009,88,HCA,28374.00,673
2009,89,Tyson Foods,28130.00,86
2009,90,Alcoa,28119.00,-74
2009,91,Tesoro,28031.00,278
2009,92,Murphy Oil,27512.50,"1,740.00"
2009,93,Philip Morris International,25705.00,"6,890.00"
2009,94,Emerson Electric,25281.00,"2,412.00"
2009,95,3M,25269.00,"3,460.00"
2009,96,Macy's,24892.00,"-4,803.00"
2009,97,International Paper,24829.00,"-1,282.00"
2009,98,Occidental Petroleum,24480.00,"6,857.00"
2009,99,Travelers Cos.,24477.00,"2,924.00"
2009,100,Rite Aid,24417.70,"-1,079.00"
2009,101,Publix Super Markets,24109.60,"1,089.80"
2009,102,Tech Data,24080.50,123.6
2009,103,Merck,23850.30,"7,808.40"
2009,104,AMR,23766.00,"-2,071.00"
2009,105,United States Steel,23754.00,"2,112.00"
2009,106,Nucor,23663.30,"1,831.00"
2009,107,McDonald's,23522.40,"4,313.20"
2009,108,Raytheon,23174.00,"1,672.00"
2009,109,Staples,23083.80,805.3
2009,110,Wyeth,22833.90,"4,417.80"
2009,111,Delta Air Lines,22697.00,"-8,922.00"
2009,112,Fannie Mae,22652.00,"-58,707.00"
2009,113,Oracle,22430.00,"5,521.00"
2009,114,Fluor,22325.90,720.5
2009,115,Express Scripts,22022.70,776.1
2009,116,Coca-Cola Enterprises,21807.00,"-4,394.00"
2009,117,Google,21795.60,"4,226.90"
2009,118,Northwestern Mutual,21734.40,483.2
2009,119,Manpower,21552.80,218.9
2009,120,Bristol-Myers Squibb,21366.00,"5,247.00"
2009,121,Delphi,20383.00,"3,037.00"
2009,122,Eli Lilly,20378.00,"-2,071.90"
2009,123,UAL,20194.00,"-5,348.00"
2009,124,Nationwide,19848.00,-342
2009,125,Constellation Energy,19818.30,"-1,314.40"
2009,126,DirecTV Group,19693.00,"1,521.00"
2009,127,Goodyear Tire & Rubber,19488.00,-77
2009,128,Kimberly-Clark,19415.00,"1,690.00"
2009,129,U.S. Bancorp,19229.00,"2,946.00"
2009,130,Amazon.com,19166.00,645
2009,131,TJX,19147.50,880.6
2009,132,Cigna,19101.00,292
2009,133,Whirlpool,18907.00,418
2009,134,Exelon,18859.00,"2,737.00"
2009,135,Massachusetts Mutual Life Insurance,18744.60,-923.8
2009,136,Nike,18627.00,"1,883.40"
2009,137,World Fuel Services,18509.40,105
2009,138,Schering-Plough,18502.00,"1,903.00"
2009,139,J.C. Penney,18486.00,572
2009,140,International Assets Holding,18358.90,27.8
2009,141,Halliburton,18279.00,"1,538.00"
2009,142,Burlington Northern Santa Fe,18018.00,"2,115.00"
2009,143,Union Pacific,17970.00,"2,338.00"
2009,144,Avnet,17952.70,499.1
2009,145,Capital One Financial,17868.50,-46
2009,146,Freeport-McMoRan Copper & Gold,17796.00,"-11,067.00"
2009,147,Xerox,17608.00,230
2009,148,Illinois Tool Works,17217.90,"1,519.00"
2009,149,Southern,17127.00,"1,742.00"
2009,150,Merrill Lynch,16784.00,"-27,612.00"
2009,151,Arrow Electronics,16761.00,-613.7
2009,152,AFLAC,16554.00,"1,254.00"
2009,153,Computer Sciences,16499.50,544.6
2009,154,FPL Group,16410.00,"1,639.00"
2009,155,Kohl's,16389.00,885
2009,156,Bank of New York Mellon Corp.,16355.00,"1,419.00"
2009,157,Dominion Resources,16290.00,"1,834.00"
2009,158,AES,16170.00,"1,234.00"
2009,159,Oneok,16157.40,311.9
2009,160,Altria Group,15957.00,"4,930.00"
2009,161,PPG Industries,15849.00,538
2009,162,Anadarko Petroleum,15723.00,"3,261.00"
2009,163,Devon Energy,15560.00,"-2,148.00"
2009,164,Eaton,15376.00,"1,058.00"
2009,165,Health Net,15366.60,95
2009,166,Colgate-Palmolive,15329.90,"1,957.20"
2009,167,Continental Airlines,15241.00,-585
2009,168,Amgen,15003.00,"4,196.00"
2009,169,TRW Automotive Holdings,14995.00,-779
2009,170,Paccar,14972.50,"1,017.90"
2009,171,L-3 Communications,14901.00,949
2009,172,EMC,14876.20,"1,345.60"
2009,173,Textron,14806.00,486
2009,174,Loews,14733.00,"4,530.00"
2009,175,Navistar International,14724.00,134
2009,176,PG&E Corp.,14628.00,"1,338.00"
2009,177,Viacom,14625.00,"1,251.00"
2009,178,Gap,14526.00,967
2009,179,Office Depot,14495.50,"-1,478.90"
2009,180,American Electric Power,14442.00,"1,380.00"
2009,181,Cummins,14342.00,755
2009,182,AutoNation,14288.00,"-1,243.10"
2009,183,Smithfield Foods,14264.10,128.9
2009,184,Edison International,14112.00,"1,215.00"
2009,185,Integrys Energy Group,14047.80,126.4
2009,186,CBS,13950.40,"-11,673.40"
2009,187,Sun Microsystems,13880.00,403
2009,188,ConAgra Foods,13808.70,930.6
2009,189,Pepsi Bottling,13796.00,162
2009,190,Public Service Enterprise Group,13741.00,"1,188.00"
2009,191,Consolidated Edison,13725.90,"1,195.70"
2009,192,"Toys R"" Us""",13724.00,218
2009,193,General Mills,13652.10,"1,294.70"
2009,194,FirstEnergy,13627.00,"1,342.00"
2009,195,Lear,13570.50,-689.9
2009,196,Medtronic,13515.00,"2,231.00"
2009,197,Qwest Communications,13475.00,681
2009,198,Aramark,13470.20,39.5
2009,199,Sara Lee,13450.00,-79
2009,200,National Oilwell Varco,13431.40,"1,952.00"
2009,201,Waste Management,13388.00,"1,087.00"
2009,202,Omnicom Group,13359.90,"1,000.30"
2009,203,Chubb,13221.00,"1,804.00"
2009,204,Duke Energy,13212.00,"1,362.00"
2009,205,Entergy,13093.80,"1,220.60"
2009,206,State Street Corp.,12922.00,"1,811.00"
2009,207,United Services Automobile Association,12912.00,422.7
2009,208,Marriott International,12880.00,362
2009,209,Progressive,12840.10,-70
2009,210,Kellogg,12822.00,"1,148.00"
2009,211,SunTrust Banks,12800.80,795.8
2009,212,Jabil Circuit,12779.70,133.9
2009,213,Danaher,12697.50,"1,317.60"
2009,214,Reliant Energy,12553.20,-739.7
2009,215,Texas Instruments,12501.00,"1,920.00"
2009,216,Dean Foods,12454.60,183.8
2009,217,Apache,12389.80,712
2009,218,Williams,12357.00,"1,418.00"
2009,219,Baxter International,12348.00,"2,014.00"
2009,220,Freddie Mac,12302.00,"-50,119.00"
2009,221,Parker Hannifin,12145.60,949.5
2009,222,US Airways Group,12118.00,"-2,210.00"
2009,223,Knight,12094.80,"-3,599.30"
2009,224,Land O'Lakes,12039.30,159.6
2009,225,Penske Automotive Group,11917.70,-411.9
2009,226,Coventry Health Care,11913.60,381.9
2009,227,Baker Hughes,11864.00,"1,635.00"
2009,228,Circuit City Stores,11743.70,-319.9
2009,229,ITT,11702.50,794.7
2009,230,Chesapeake Energy,11629.00,723
2009,231,DISH Network,11617.20,902.9
2009,232,Marsh & McLennan,11587.00,-73
2009,233,R.R. Donnelley & Sons,11581.60,-189.9
2009,234,KBR,11581.00,319
2009,235,Monsanto,11579.00,"2,024.00"
2009,236,Weyerhaeuser,11401.00,"-1,176.00"
2009,237,Energy Future Holdings,11364.00,-983.8
2009,238,CenterPoint Energy,11322.00,447
2009,239,Yum Brands,11279.00,964
2009,240,CSX,11255.00,"1,365.00"
2009,241,Jacobs Engineering Group,11252.20,420.7
2009,242,Xcel Energy,11203.20,645.6
2009,243,Community Health Systems,11156.40,218.3
2009,244,Qualcomm,11142.00,"3,160.00"
2009,245,American International Group,11104.00,"-99,289.00"
2009,246,Southwest Airlines,11023.00,178
2009,247,Genuine Parts,11015.30,475.4
2009,248,Air Products & Chemicals,10938.60,909.7
2009,249,Praxair,10796.00,"1,211.00"
2009,250,Smith International,10770.80,767.3
2009,251,Commercial Metals,10764.60,232
2009,252,Sempra Energy,10758.00,"1,113.00"
2009,253,Western Refining,10725.60,64.2
2009,254,Pepco Holdings,10700.00,300
2009,255,Avon Products,10690.10,875.3
2009,256,Norfolk Southern,10661.00,"1,716.00"
2009,257,Liberty Global,10561.10,-788.9
2009,258,Thermo Fisher Scientific,10498.00,994.2
2009,259,Dollar General,10457.70,108.2
2009,260,BB&T Corp.,10404.00,"1,519.00"
2009,261,Starbucks,10383.00,315.5
2009,262,Huntsman,10215.00,609
2009,263,Harrah's Entertainment,10127.00,"-5,197.20"
2009,264,URS,10086.30,219.8
2009,265,Liberty Media,10084.00,"3,479.00"
2009,266,SAIC,10078.00,452
2009,267,H.J. Heinz,10070.80,844.9
2009,268,Enbridge Energy Partners,10060.00,403.2
2009,269,BJ's Wholesale Club,10027.40,134.6
2009,270,Unum Group,9982.30,553.2
2009,271,Genworth Financial,9948.00,-572
2009,272,Calpine,9937.00,10
2009,273,Principal Financial,9935.90,458.1
2009,274,Lincoln National,9905.00,57
2009,275,Terex,9889.60,71.9
2009,276,Mosaic,9812.60,"2,082.80"
2009,277,Masco,9700.00,-391
2009,278,PNC Financial Services Group,9680.00,882
2009,279,Guardian Life Ins. Co. of America,9675.00,409.1
2009,280,Regions Financial,9636.60,"-5,595.80"
2009,281,Rohm & Haas,9575.00,482
2009,282,Visteon,9544.00,-681
2009,283,Tenet Healthcare,9494.00,25
2009,284,Eastman Kodak,9416.00,-442
2009,285,DTE Energy,9336.00,546
2009,286,Energy Transfer Equity,9293.40,375
2009,287,Hartford Financial Services,9219.00,"-2,749.00"
2009,288,Progress Energy,9186.00,830
2009,289,NiSource,9069.50,79
2009,290,Limited Brands,9043.00,220
2009,291,Global Partners,9019.10,21.1
2009,292,Sanmina-SCI,9004.90,-486.3
2009,293,YRC Worldwide,8940.40,-974.4
2009,294,Reynolds American,8845.00,"1,338.00"
2009,295,First Data,8811.30,"-3,764.30"
2009,296,GameStop,8805.90,398.3
2009,297,Automatic Data Processing,8776.50,"1,235.70"
2009,298,Reliance Steel & Aluminum,8718.80,482.8
2009,299,Assurant,8601.20,447.8
2009,300,C.H. Robinson Worldwide,8578.60,359.2
2009,301,Nordstrom,8573.00,401
2009,302,Fifth Third Bancorp,8554.00,"-2,113.00"
2009,303,eBay,8541.30,"1,779.50"
2009,304,Pilgrim's Pride,8525.10,-998.6
2009,305,Hertz Global Holdings,8525.10,"-1,206.70"
2009,306,AGCO,8424.60,400
2009,307,Aon,8406.00,"1,462.00"
2009,308,Centex,8405.70,"-2,657.50"
2009,309,Campbell Soup,8391.00,"1,165.00"
2009,310,Ashland,8381.00,167
2009,311,CarMax,8318.80,182
2009,312,Crown Holdings,8305.00,226
2009,313,OfficeMax,8267.00,"-1,657.90"
2009,314,PPL,8206.00,930
2009,315,Applied Materials,8129.20,960.7
2009,316,Dana Holding,8101.00,18
2009,317,Pantry,8088.60,31.8
2009,318,Steel Dynamics,8080.50,463.4
2009,319,Western Digital,8074.00,867
2009,320,Boston Scientific,8050.00,"-2,036.00"
2009,321,Peter Kiewit Sons',8012.00,552
2009,322,Sherwin-Williams,7979.70,476.9
2009,323,Targa Resources,7970.20,52.9
2009,324,Whole Foods Market,7953.90,114.5
2009,325,Est?e Lauder,7910.80,473.8
2009,326,Owens-Illinois,7884.70,258.3
2009,327,Ameren,7839.00,605
2009,328,Synnex,7768.20,83.8
2009,329,Dole Food,7732.40,121
2009,330,XTO Energy,7695.00,"1,912.00"
2009,331,SLM,7689.40,-212.6
2009,332,TravelCenters of America,7658.40,-40.2
2009,333,Dover,7653.00,590.8
2009,334,AK Steel Holding,7644.30,4
2009,335,VF,7642.60,602.7
2009,336,Ball,7561.50,319.5
2009,337,Sonic Automotive,7488.00,-685.9
2009,338,Virgin Media,7439.90,"-1,692.90"
2009,339,Owens & Minor,7337.60,93.3
2009,340,Winn-Dixie Stores,7281.40,12.8
2009,341,Quest Diagnostics,7249.40,581.5
2009,342,Cablevision Systems,7230.10,-227.6
2009,343,Atmos Energy,7221.30,180.3
2009,344,MGM Mirage,7208.80,-855.3
2009,345,Yahoo,7208.50,424.3
2009,346,ArvinMeritor,7174.00,-101
2009,347,Becton Dickinson,7158.50,"1,127.00"
2009,348,Ameriprise Financial,7149.00,-38
2009,349,Oshkosh,7138.30,79.3
2009,350,EOG Resources,7127.10,"2,436.90"
2009,351,Fortune Brands,7105.10,311.1
2009,352,Discover Financial Services,7088.00,927.8
2009,353,Peabody Energy,7074.00,953.5
2009,354,Goodrich,7061.70,681.2
2009,355,Bed Bath & Beyond,7048.90,562.8
2009,356,Smurfit-Stone Container,7042.00,"-2,818.00"
2009,357,Shaw Group,6998.00,140.7
2009,358,Dillard's,6988.40,-241.1
2009,359,Family Dollar Stores,6983.60,233.1
2009,360,Great Atlantic & Pacific Tea,6963.80,-160.7
2009,361,Interpublic Group,6962.70,295
2009,362,Precision Castparts,6916.40,987.3
2009,363,NRG Energy,6905.00,"1,188.00"
2009,364,Eastman Chemical,6895.00,346
2009,365,MeadWestvaco,6890.00,90
2009,366,W.W. Grainger,6850.00,475.4
2009,367,Mohawk Industries,6826.30,"-1,458.20"
2009,368,Celanese,6823.00,282
2009,369,CMS Energy,6821.00,300
2009,370,Emcor Group,6785.20,182.2
2009,371,Gannett,6767.70,"-6,647.60"
2009,372,CC Media Holdings,6764.80,"-4,005.50"
2009,373,Hormel Foods,6754.90,285.5
2009,374,Darden Restaurants,6747.20,377.2
2009,375,Stryker,6718.20,"1,147.80"
2009,376,Avery Dennison,6710.40,266.1
2009,377,UGI,6648.20,215.5
2009,378,D.R. Horton,6646.10,"-2,633.60"
2009,379,AbitibiBowater,6645.10,"-1,050.90"
2009,380,AutoZone,6522.70,641.6
2009,381,WellCare Health Plans,6521.90,-36.8
2009,382,KeyCorp,6499.00,"-1,468.00"
2009,383,Frontier Oil,6498.80,80.2
2009,384,Ross Stores,6486.10,305.4
2009,385,Charter Communications,6479.00,"-2,451.00"
2009,386,Autoliv,6473.20,164.7
2009,387,Newell Rubbermaid,6470.60,-52.3
2009,388,American Family Insurance Group,6431.30,-297.9
2009,389,Henry Schein,6407.60,243.1
2009,390,Domtar,6394.00,-573
2009,391,McGraw-Hill,6355.10,799.5
2009,392,Omnicare,6310.60,156.1
2009,393,Pulte Homes,6289.50,"-1,473.10"
2009,394,Visa,6263.00,804
2009,395,Pitney Bowes,6262.30,419.8
2009,396,General Cable,6230.10,217.2
2009,397,CIT Group,6228.90,"-2,799.50"
2009,398,First American Corp.,6213.80,-26.3
2009,399,Ryder System,6203.70,199.9
2009,400,Newmont Mining,6199.00,853
2009,401,Affiliated Computer Services,6160.60,329
2009,402,SPX,6144.00,247.9
2009,403,Ecolab,6137.50,448.1
2009,404,Anixter International,6136.60,195.7
2009,405,Embarq,6124.00,769
2009,406,Wesco International,6110.80,212.7
2009,407,Hexion Specialty Chemicals,6093.00,"-1,190.00"
2009,408,Black & Decker,6086.10,293.6
2009,409,Thrivent Financial for Lutherans,6060.60,-329.7
2009,410,Franklin Resources,6032.40,"1,588.20"
2009,411,Avis Budget Group,5984.00,"-1,124.00"
2009,412,Harley-Davidson,5971.30,654.7
2009,413,Aleris International,5968.20,-305.4
2009,414,Corning,5948.00,"5,257.00"
2009,415,Mattel,5918.00,379.6
2009,416,Tenneco,5916.00,-415
2009,417,Starwood Hotels & Resorts,5907.00,329
2009,418,Advanced Micro Devices,5881.00,"-3,098.00"
2009,419,Symantec,5874.40,463.9
2009,420,Holly,5867.70,120.6
2009,421,Cameron International,5848.90,593.7
2009,422,Owens Corning,5847.00,-839
2009,423,Micron Technology,5841.00,"-1,619.00"
2009,424,Northeast Utilities,5800.10,260.8
2009,425,Agilent Technologies,5774.00,693
2009,426,ProLogis,5772.80,-406.8
2009,427,Dr Pepper Snapple Group,5710.00,-312
2009,428,Group 1 Automotive,5703.30,-31.5
2009,429,Rockwell Automation,5697.80,577.6
