BusinessName,FHRSID,BusinessType,RatingDate,RatingValue,AddressLine1,AddressLine2,AddressLine3,Hygiene,Structural,ConfidenceInManagement,Longitude,Latitude
St Quintins Centre for Disabled & Young People,333948,Other catering premises,2010-03-11,5,#Error,#Error,#Error,0,0,5,,
St Simeon Hotel,334552,Hotel/bed & breakfast/guest house,2016-08-03,5,38 Harrington Gardens,LONDON,SW7 4LT,5,5,5,-0.18653900000000,51.49265800000000
St Thomas More Roman Catholic School,853760,School/college/university,2016-02-29,5,St Thomas More Roman Catholic Secondary School,Cadogan Street,"LONDON, SW3 2QS",5,5,0,-0.16216900000000,51.49290800000000
St Wilfrids,334432,Hospitals/Childcare/Caring Premises,2015-12-21,5,29 Tite Street,LONDON,SW3 4JX,0,0,5,-0.16097200000000,51.48614500000000
St. Helen's Bakery,333982,Manufacturers/packers,2016-03-24,3,Ground Floor,61 St Helen's Gardens,"LONDON, W10 6LL",10,10,10,-0.21894100000000,51.51878300000000
St. Quintins Day Nursery,334898,School/college/university,2015-11-23,5,90 Highlever Road,LONDON,W10 6PN,0,5,5,-0.22325200000000,51.51911800000000
St.Mungo Housing Association,334726,Restaurant/Cafe/Canteen,2015-08-10,4,Florence Nightingale House,173-175 Cromwell Road,"LONDON, SW5 0SE",5,10,5,-0.19277800000000,51.49443600000000
Stall 58,333779,Retailers - other,2015-06-20,5,Street Only Blpu,Portobello Road,"LONDON, W11 3DL",5,5,5,-0.20002600000000,51.51194800000000
Stanhope Arms (The),334782,Pub/bar/nightclub,2016-04-19,5,Adam Court,97 Gloucester Road,"LONDON, SW7 4SS",0,5,0,-0.18212500000000,51.49424400000000
Star Fried Chicken,333664,Takeaway/sandwich shop,2016-05-24,1,Ground Floor,12 North Pole Road,"LONDON, W10 6QL",10,10,20,-0.22760500000000,51.51984900000000
Star Kebab House,334410,Takeaway/sandwich shop,2016-07-04,1,178 Earl's Court Road,LONDON,SW5 9QQ,,,,-0.19515700000000,51.49365400000000
Star of Bombay Restaurant,334402,Restaurant/Cafe/Canteen,2016-02-02,3,157 Westbourne Grove,LONDON,W11 2RS,10,10,10,-0.19658800000000,51.51469100000000
Star of India,859482,Restaurant/Cafe/Canteen,2016-03-18,2,154 Old Brompton Road,LONDON,SW5 0BE,10,15,10,-0.18268700000000,51.49097900000000
Star Pizza,334776,Takeaway/sandwich shop,2016-04-13,1,347 Ladbroke Grove,LONDON,W10 6HA,15,15,20,-0.21375000000000,51.52325400000000
Starbucks,335020,Restaurant/Cafe/Canteen,2015-07-02,5,Ground Floor Part,123A King's Road,"LONDON, SW3 4PL",0,5,0,-0.16612700000000,51.48833000000000
Starbucks (within Sainsbury's),333720,Restaurant/Cafe/Canteen,2015-07-27,4,158A Cromwell Road,LONDON,SW7 4EJ,10,0,0,-0.18792000000000,51.49561000000000
Starbucks Coffee Company (UK) Limited,333958,Restaurant/Cafe/Canteen,2015-04-21,5,17-19 Old Brompton Road,LONDON,SW7 3HZ,0,5,0,-0.17413500000000,51.49340000000000
Starbucks Coffee Company (UK) Limited,333397,Restaurant/Cafe/Canteen,2008-06-02,5,186 Earl's Court Road,LONDON,SW5 9QG,0,5,0,-0.19456400000000,51.49298800000000
Starbucks Coffee Company (UK) Limited,542946,Restaurant/Cafe/Canteen,2015-04-10,4,197 Kensington High Street,LONDON,W8 6BA,10,5,5,-0.19610300000000,51.49960300000000
Starbucks Coffee Company (UK) Limited,335034,Restaurant/Cafe/Canteen,2015-04-16,4,227 Portobello Road,LONDON,W11 1LT,5,5,10,-0.20619300000000,51.51711400000000
Starbucks Coffee Company (UK) Limited,640145,Restaurant/Cafe/Canteen,2014-03-05,5,259 Old Brompton Road,LONDON,SW5 9HP,5,0,0,-0.19069700000000,51.48914300000000
Starbucks Coffee Company (UK) Limited,334406,Restaurant/Cafe/Canteen,2015-03-30,5,25a Kensington High Street,LONDON,W8 5NP,0,0,0,-0.18829800000000,51.50205500000000
Starbucks Coffee Company (UK) Limited,333542,Restaurant/Cafe/Canteen,2015-07-23,5,64 Notting Hill Gate,LONDON,W11 3HT,0,5,0,-0.19593300000000,51.50938500000000
Starbucks Coffee Company (UK) Limited,640109,Restaurant/Cafe/Canteen,2014-02-26,5,69-71 Sloane Avenue,LONDON,SW3 3DH,0,5,0,-0.16543300000000,51.49197900000000
Starbucks Coffee Company (UK) Limited,334732,Restaurant/Cafe/Canteen,2014-01-15,4,83 Gloucester Road,LONDON,SW7 4SS,5,10,0,-0.18212500000000,51.49424400000000
Starbucks Coffee Company (UK) Limited,334647,Restaurant/Cafe/Canteen,2015-07-14,5,Basement And Ground Floor,26 Pembridge Road,"LONDON, W11 3HL",5,5,0,-0.19699300000000,51.50955400000000
Starbucks Coffee Company (UK) Limited,579429,Restaurant/Cafe/Canteen,2015-08-28,5,Ground Floor,76 Holland Park Avenue,"LONDON, W11 3RB",0,0,0,-0.20639200000000,51.50727000000000
Starbucks Coffee Company (UK) Limited,333521,Restaurant/Cafe/Canteen,2014-11-13,5,Unit 5,17-35 Gloucester Road,"LONDON, SW7 4PL",0,5,0,-0.18359900000000,51.49811600000000
Starbucks Coffee Company (UK) Limited,333400,Restaurant/Cafe/Canteen,2015-06-30,5,Units A And B,369 Fulham Road,"LONDON,",5,5,0,-0.18310100000000,51.48221800000000
Stella Adumea Boaheme,766567,Restaurant/Cafe/Canteen,2015-05-05,4,Newcombe House,45 Notting Hill Gate,"LONDON, W11 3LQ",0,0,10,-0.19566800000000,51.50880500000000
Stella Coffee,615444,Restaurant/Cafe/Canteen,2015-06-15,1,Shop,348 Old Brompton Road,"LONDON, SW5 9JU",10,5,20,-0.19556500000000,51.48769800000000
Stewart Arms PH,334026,Pub/bar/nightclub,2013-07-15,5,26 Norland Road,LONDON,W11 4TR,0,5,5,-0.21610700000000,51.50572700000000
Stick and Bowl,334368,Takeaway/sandwich shop,2015-08-12,4,31 Kensington High Street,LONDON,W8 5NP,5,10,5,-0.18829800000000,51.50205500000000
Sticky Fingers,334578,Restaurant/Cafe/Canteen,2016-01-08,5,1A Phillimore Gardens,LONDON,W8 7QB,5,5,0,-0.19829700000000,51.49988000000000
Subway,334957,Takeaway/sandwich shop,2015-04-14,5,203 Earl's Court Road,LONDON,SW5 9AN,5,5,0,-0.19224100000000,51.49198100000000
Subway,333465,Restaurant/Cafe/Canteen,2015-09-23,5,229 Portobello Road,LONDON,W11 1LT,0,5,5,-0.20619300000000,51.51711400000000
Subway,609414,Restaurant/Cafe/Canteen,2015-12-09,5,31 Notting Hill Gate,LONDON,W11 3JQ,5,5,5,-0.19479000000000,51.50914200000000
Subway,609413,Restaurant/Cafe/Canteen,2015-04-16,5,Unit C,369 Fulham Road,"LONDON,",5,5,0,-0.18147100000000,51.48427100000000
Suksan Fine Thai Cuisine,333783,Restaurant/Cafe/Canteen,2015-06-30,2,Ground Floor,7 Park Walk,"LONDON,",15,10,10,-0.17984500000000,51.48602600000000
Sumosan,912065,Restaurant/Cafe/Canteen,,AwaitingInspection,164-165 Sloane Street,LONDON,,,,,-0.15918100000000,51.49877800000000
Sun in Splendour,334358,Pub/bar/nightclub,2015-03-11,4,Public House,7 Portobello Road,"LONDON, W11 3DA",5,5,10,-0.19809200000000,51.51091100000000
Sunbeam Studios,333785,Restaurant/Cafe/Canteen,2015-05-15,4,Ladbroke Hall,79 Barlby Road,"LONDON, W10 6AZ",0,10,5,-0.21961000000000,51.52380200000000
Supersave Off-Licence,535398,Retailers - other,2015-01-21,5,234 Westbourne Park Road,LONDON,W11 1EL,5,5,5,-0.20425400000000,51.51729100000000
Sushi & Robata,910726,Restaurant/Cafe/Canteen,,AwaitingInspection,63-97 Kensington High Street,LONDON,W8 5SE,,,,-0.19062700000000,51.50146100000000
Sushi Daily,912066,Takeaway/sandwich shop,,AwaitingInspection,1-2 Gloucester Road Arcade,128 Gloucester Road,"LONDON, SW7 4SF",,,,-0.18355500000000,51.49450900000000
Sushi Shop (London Limited),526116,Restaurant/Cafe/Canteen,2016-05-26,1,10-12 Old Brompton Road,LONDON,SW7 3DL,10,5,20,-0.17530000000000,51.49380500000000
Sweet Art Lab Limited,848137,Other catering premises,2016-03-11,5,,,,5,0,5,,
Sweet Things (Cakes) Limited,837781,Restaurant/Cafe/Canteen,2016-01-18,5,8 Blenheim Crescent,LONDON,W11 1NN,5,5,5,-0.20560500000000,51.51592700000000
Sweets & Swirls,782440,Other catering premises,2015-09-17,5,,,,0,5,5,,
Sydney House Chelsea,333511,Restaurant/Cafe/Canteen,2009-01-08,5,9-11 Sydney Street,LONDON,SW3 6PU,0,0,0,-0.17179500000000,51.49103500000000
T2 Tea,750995,Restaurant/Cafe/Canteen,2015-04-30,5,96 King's Road,LONDON,SW3 4TZ,5,0,0,-0.16168900000000,51.49087700000000
Tabernacle,579432,Other catering premises,2015-03-17,4,Community Centre,Powis Square,"LONDON, W11 2AY",5,5,10,-0.20158200000000,51.51671900000000
TalkTalk Telecom Limited (Initial Catering),334211,Restaurant/Cafe/Canteen,2015-05-18,5,11 Evesham Street,#Error,NDON,5,5,5,-0.21804600000000,51.51104500000000
Tan See Swan Holdings,896237,Restaurant/Cafe/Canteen,,AwaitingInspection,29 Kensington High Street,LONDON,W8 5NP,,,,-0.18829800000000,51.50205500000000
Tangerine Dream Garden,334660,Restaurant/Cafe/Canteen,2016-03-30,5,66 Royal Hospital Road,LONDON,SW3 4HS,5,5,5,-0.16336400000000,51.48432100000000
Tanya's,716740,Restaurant/Cafe/Canteen,2016-06-23,4,35 Ixworth Place,LONDON,SW3 3QX,5,5,10,-0.16858900000000,51.49193800000000
Taqueria,837782,Restaurant/Cafe/Canteen,2015-03-26,4,141-145 Westbourne Grove,LONDON,W11 2RS,10,0,5,-0.19658800000000,51.51469100000000
Tartufi and Friends,744683,Restaurant/Cafe/Canteen,2015-05-01,5,Harrods,87-135 Brompton Road,"LONDON,",0,5,5,-0.16305300000000,51.49960300000000
Taste of Cuba,668401,Retailers - other,2015-06-13,4,,,,5,5,10,,
Taste of Paradise,875321,Other catering premises,2016-03-31,5,,,,5,5,5,,
Taste of Punjab,334572,Restaurant/Cafe/Canteen,2016-04-12,1,316B Ladbroke Grove,LONDON,W10 5NQ,15,15,20,-0.21364000000000,51.52422300000000
Taste Wine 4 LTD,906986,Pub/bar/nightclub,2016-08-26,5,255 Pavilion Road,LONDON,,5,5,5,-0.15855300000000,51.49326500000000
Tastebuds Cafe & Sandwich Bar,334528,Takeaway/sandwich shop,2015-03-18,3,1A North Pole Road,LONDON,W10 6QL,10,10,10,-0.22760500000000,51.51984900000000
Tavola,333460,Retailers - other,2015-06-05,4,155 Westbourne Grove,LONDON,W11 2RS,10,10,0,-0.19658800000000,51.51469100000000
Tea's Me,333563,Restaurant/Cafe/Canteen,2016-06-16,5,129A Ladbroke Grove,LONDON,W11 1PN,5,5,5,-0.20948400000000,51.51624700000000
Tea-Store,653960,Other catering premises,2014-04-28,5,,,,0,5,5,,
Tem Tep Limited,782444,Restaurant/Cafe/Canteen,2015-08-13,5,135 Kensington Church Street,LONDON,W8 7LP,5,5,5,-0.19506100000000,51.50739300000000
Tendido Cero,333437,Restaurant/Cafe/Canteen,2016-03-10,4,Ground And Second Floor South,174 Old Brompton Road,"LONDON, SW5 0BA",5,5,10,-0.18358000000000,51.49099300000000
Tequila Tex Mex Bar,334932,Restaurant/Cafe/Canteen,2016-04-06,5,19-21 Notting Hill Gate,LONDON,W11 3JQ,5,5,5,-0.19479000000000,51.50914200000000
Territorial Army Centre,668399,Restaurant/Cafe/Canteen,2015-02-24,5,1A Iverna Gardens,LONDON,W8 6TN,5,0,0,-0.19389800000000,51.49889500000000
Tesco,594274,Retailers - supermarkets/hypermarkets,2015-06-29,4,177-179 Ladbroke Grove,LONDON,W10 6HH,0,10,0,-0.21100700000000,51.51857200000000
Tesco,334583,Retailers - supermarkets/hypermarkets,2016-06-02,5,224-226 Portobello Road,LONDON,W11 1LJ,0,5,0,-0.20584200000000,51.51723400000000
Tesco,334764,Retailers - supermarkets/hypermarkets,2016-04-22,4,248 Fulham Road,LONDON,,5,10,5,-0.18308200000000,51.48505100000000
Tesco,333530,Retailers - supermarkets/hypermarkets,2015-08-11,4,50-52 Old Brompton Road,LONDON,SW7 3DY,5,10,0,-0.17648900000000,51.49323900000000
Tesco,334805,Retailers - other,2015-07-03,5,Basement And Part Ground Floor,87-93 Gloucester Road,"LONDON, SW7 4SS",5,5,0,-0.18212500000000,51.49424400000000
Tesco Express,333415,Retailers - supermarkets/hypermarkets,2008-10-16,5,279B King's Road,LONDON,SW3 5EW,0,5,0,-0.17356300000000,51.48534300000000
Tesco Express,334983,Retailers - supermarkets/hypermarkets,2015-07-06,5,459 Fulham Road,LONDON,,0,5,0,-0.18588700000000,51.48259400000000
Tesco Express,334665,Retailers - supermarkets/hypermarkets,2014-12-15,5,80-81 Royal Hospital Road,LONDON,SW3 4HN,5,5,5,-0.16151700000000,51.48584700000000
Tesco Express,333533,Retailers - supermarkets/hypermarkets,2011-09-06,5,84-90 Holland Park Avenue,LONDON,W11 3RB,0,5,0,-0.20639200000000,51.50727000000000
Tesco Express,499782,Retailers - supermarkets/hypermarkets,2016-02-18,5,Tesco,13-15 North Pole Road,"LONDON, W10 6QH",0,0,0,-0.22569100000000,51.51976600000000
Tesco Metro,333548,Retailers - supermarkets/hypermarkets,2015-01-27,5,114-120 Notting Hill Gate,LONDON,W11 3QE,5,5,0,-0.19852600000000,51.50903800000000
Tesco Stores Limited,335024,Retailers - supermarkets/hypermarkets,2015-06-30,5,100A West Cromwell Road,LONDON,W14 8PB,0,5,0,-0.20160600000000,51.49305100000000
Thai (at Rose & Crown),334024,Pub/bar/nightclub,2015-06-04,4,90 Lower Sloane Street,LONDON,,5,5,10,-0.15682700000000,51.49001000000000
Thai Rice,333453,Restaurant/Cafe/Canteen,2015-12-16,1,303 Portobello Road,LONDON,W10 5TD,10,15,20,-0.20781100000000,51.51922500000000
Thai Square,334459,Restaurant/Cafe/Canteen,2016-06-16,2,19 Exhibition Road,LONDON,SW7 2HE,10,15,10,-0.17381600000000,51.49489700000000
Thai Taste,334798,Restaurant/Cafe/Canteen,2016-04-06,5,130 Cromwell Road,LONDON,SW7 4ET,,,,-0.18659100000000,51.49496000000000
Thai Terrace,334808,Restaurant/Cafe/Canteen,2015-04-22,3,14 Wright's Lane,LONDON,W8 6TF,10,10,10,-0.19276500000000,51.49912000000000
Thali,334993,Restaurant/Cafe/Canteen,2016-01-26,3,166 Old Brompton Road,LONDON,SW5 0BA,10,10,5,-0.18358000000000,51.49099300000000
The Abingdon,334460,Restaurant/Cafe/Canteen,2016-05-10,5,Public House,54 Abingdon Road,"LONDON, W8 6AP",5,5,5,-0.19616400000000,51.49733800000000
The Academy,912063,Pub/bar/nightclub,,AwaitingInspection,Public House,57 Princedale Road,"LONDON, W11 4NP",,,,-0.20994700000000,51.50811600000000
The Almond Lab,774017,Retailers - other,2015-06-26,5,,,,5,5,5,,
The American Institute for Foreign Study,333689,Restaurant/Cafe/Canteen,2015-11-09,5,37-38 Queen's Gate,LONDON,SW7 5HR,5,5,5,,
The Bartoli Gallery,837778,Restaurant/Cafe/Canteen,2016-01-27,2,Block A Unit 6,124-128 Barlby Road,"LONDON, W10 6BL",15,10,5,-0.21892500000000,51.52325200000000
The Beaufort Hotel,334847,Hotel/bed & breakfast/guest house,2015-08-04,3,32-33 Beaufort Gardens,LONDON,SW3 1PP,10,5,10,-0.16433800000000,51.49772600000000
The Belgraves Hotel,334165,Restaurant/Cafe/Canteen,2016-08-15,5,20 Chesham Place,LONDON,,5,0,5,-0.15639000000000,51.49726000000000
The Bentley Hotel,333493,Restaurant/Cafe/Canteen,2015-06-17,4,27-33 Harrington Gardens,#Error,ndon SW7 4JX,0,10,5,-0.18418600000000,51.49277400000000
The Bolton,334412,Pub/bar/nightclub,2015-06-16,5,Public House,326 Earl's Court Road,"LONDON, SW5 9BQ",0,5,5,-0.19084400000000,51.48980200000000
The Botanist,333775,Restaurant/Cafe/Canteen,2016-02-09,4,7 Sloane Square,LONDON,,5,10,5,-0.15665800000000,51.49311800000000
The Bottlery,716726,Restaurant/Cafe/Canteen,2014-10-27,4,Basement And Ground Floor,231 Earl's Court Road,"LONDON, SW5 9AH",5,0,10,-0.19012100000000,51.48987100000000
The Boutique Box,653944,Restaurant/Cafe/Canteen,2014-03-17,5,104 Draycott Avenue,LONDON,SW3 3AE,5,5,5,-0.16787000000000,51.49371600000000
The Britannia,334424,Pub/bar/nightclub,2014-08-21,4,Public House,1 Allen Street,"LONDON, W8 6UX",0,10,0,-0.19473200000000,51.49710900000000
The Brompton Hotel,333648,Hotel/bed & breakfast/guest house,2014-02-28,5,Hotel,30 Old Brompton Road,"LONDON, SW7 3DL",5,5,5,-0.17530000000000,51.49380500000000
The Brookwood Partnership,774019,School/college/university,2015-10-12,5,162-166 Holland Park Avenue,LONDON,W11 4UH,5,5,0,-0.21176300000000,51.50589500000000
The Butter Bakery,913526,Retailers - other,,AwaitingInspection,219 Westbourne Park Road,LONDON,W11 1EA,,,,-0.20112300000000,51.51773700000000
The Cadogan Arms,839161,Pub/bar/nightclub,,AwaitingInspection,PUBLIC HOUSE,298 King's Road,"LONDON, SW3 5UG",,,,-0.17284300000000,51.48606000000000
The Cafe @ JBCP,334995,Restaurant/Cafe/Canteen,2015-03-26,5,136-142 Bramley Road,LONDON,W10 6SR,0,0,5,-0.21676300000000,51.51623200000000
The Cafe Bar,848129,Takeaway/sandwich shop,2015-12-01,2,Natural History Museum,Cromwell Road,"LONDON, SW7 5BD",10,15,10,-0.17690400000000,51.49657300000000
The Canal,746257,Restaurant/Cafe/Canteen,2015-03-06,5,#Error,#Error,#Error,5,0,0,,
The Castle,334587,Pub/bar/nightclub,2015-06-22,5,Public House,225 Portobello Road,"LONDON, W11 1LU",0,0,0,-0.20554600000000,51.51633000000000
The Champion,334666,Pub/bar/nightclub,2016-05-20,5,Public House,1 Wellington Terrace,"Notting Hill Gate, LONDON, W2 4LW",0,5,0,-0.19255200000000,51.50998000000000
The Chelsea Cake Shop,334831,Retailers - other,2009-06-09,4,66 Lower Sloane Street,LONDON,,5,0,10,-0.15751700000000,51.49075800000000
The Chelsea Fishmonger,333635,Retailers - other,2015-02-13,5,10 Cale Street,LONDON,SW3 3QU,0,0,5,-0.16689600000000,51.49070700000000
The Chelsea Food & Wine Company Ltd,463326,Retailers - other,2016-08-22,4,20 Cale Street,LONDON,SW3 3QU,5,5,10,-0.16689600000000,51.49070700000000
The Chipping Forecast,861360,Restaurant/Cafe/Canteen,2016-06-07,2,Ground Floor,29 All Saints Road,"LONDON, W11 1HE",15,5,10,-0.20435500000000,51.51839800000000
The Chipping Forecast Limited,798061,Retailers - other,2015-09-24,5,,,,5,5,0,,
The Clement James Cafe,334178,Restaurant/Cafe/Canteen,2014-10-23,5,Parsonage House Excluding Offices,St Clements Vicarage,"95 Sirdar Road, LONDON, W11 4EQ",0,0,0,-0.21534400000000,51.51159700000000
The Cockney Jew,903088,Other catering premises,2016-06-04,3,,,,10,10,10,,
The Co-Operative Food,716738,Retailers - other,2016-01-28,5,104 St Ann's Road,LONDON,W11 4BU,5,0,0,-0.21694000000000,51.51133300000000
The Co-operative Food,334179,Retailers - supermarkets/hypermarkets,2015-06-30,4,210-212 Earl's Court Road,LONDON,SW5 9QB,0,10,5,-0.19365900000000,51.49219200000000
The Coopers Arms,333580,Pub/bar/nightclub,2015-03-24,5,Public House,87 Flood Street,"LONDON, SW3 5TB",0,5,0,-0.16497800000000,51.48609000000000
The Crafted Cake,843820,Other catering premises,2016-02-29,5,,,,5,0,5,,
The Cross Keys,783619,Pub/bar/nightclub,2015-09-02,5,1 Lawrence Street,#Error,NDON,5,5,5,,
The Crown,334270,Pub/bar/nightclub,2015-05-13,4,Public House,153 Dovehouse Street,"LONDON, SW3 6LB",5,10,5,-0.17327300000000,51.49009600000000
The Diner,507892,Restaurant/Cafe/Canteen,2014-12-04,5,105 Gloucester Road,LONDON,SW7 4SS,5,5,0,-0.18212500000000,51.49424400000000
The Director's Dining Room,334490,Restaurant/Cafe/Canteen,2016-02-01,4,Northcliffe House,2 Derry Street,"LONDON, W8 5EE",0,5,10,-0.19062700000000,51.50146100000000
The Dock,333914,Restaurant/Cafe/Canteen,2016-06-28,4,344 Ladbroke Grove,LONDON,W10 6HA,10,0,5,-0.21500700000000,51.52651100000000
The Eagle,568949,Pub/bar/nightclub,2016-02-17,5,250 Ladbroke Grove,LONDON,W10 5LP,5,5,5,-0.21286200000000,51.52272800000000
The Earls Court Tavern,334721,Pub/bar/nightclub,2016-06-28,5,Public House,123 Earl's Court Road,"LONDON, SW5 9RL",5,5,0,-0.19477600000000,51.49382800000000
The Elgin,334183,Pub/bar/nightclub,2015-12-15,5,96 Ladbroke Grove,LONDON,W11 1PY,5,5,5,-0.20904200000000,51.51648300000000
The Emperor Stores,334369,Retailers - other,2016-01-07,2,48A Gloucester Road,LONDON,SW7 4QT,5,15,10,-0.18406300000000,51.49805100000000
The Fish Shop,333517,Retailers - other,2014-08-29,5,201 Kensington Church Street,LONDON,W8 7LX,0,5,0,-0.19538000000000,51.50842300000000
The Franklin Hotel,906985,Restaurant/Cafe/Canteen,2016-08-18,5,22-28 Egerton Gardens,LONDON,SW3 2DB,5,0,5,-0.16858500000000,51.49601200000000
The Friends Shop,334872,Retailers - other,2009-11-12,4,369 Fulham Road,LONDON,,0,10,5,-0.18147100000000,51.48427100000000
The Fusion,746270,Restaurant/Cafe/Canteen,2015-03-31,5,Ground Floor,308 Latimer Road,"LONDON, W10 6QW",5,5,5,-0.22461000000000,51.51865300000000
The Garden and Grill Cafe and Restaurant,815025,Restaurant/Cafe/Canteen,2016-01-25,4,253A Portobello Road,LONDON,W11 1LR,5,10,5,-0.20679800000000,51.51786000000000
The Gate Hotel,334789,Hotel/bed & breakfast/guest house,2015-02-17,5,6 Portobello Road,LONDON,W11 3DG,0,0,0,-0.19818400000000,51.51114600000000
The Gloucester,334677,Pub/bar/nightclub,2016-01-20,5,187 Sloane Street,LONDON,,5,5,0,-0.15946500000000,51.49997000000000
The Goat Tavern,334518,Pub/bar/nightclub,2015-10-15,5,Public House,3A Kensington High Street,"LONDON, W8 5NP",5,0,0,-0.18829800000000,51.50205500000000
The Good Life Eatery,568941,Restaurant/Cafe/Canteen,2015-08-10,5,59 Sloane Avenue,LONDON,SW3 3DH,5,5,5,-0.16543300000000,51.49197900000000
The Green Door to Steak & Co,333604,Restaurant/Cafe/Canteen,2016-07-07,5,152 Gloucester Road,LONDON,SW7 4TB,5,5,0,,
The Grocer on Elgin,333495,Retailers - other,2015-05-27,3,6 Elgin Crescent,LONDON,W11 2HX,5,10,10,-0.20517400000000,51.51515600000000
The Grocer on King's,333687,Restaurant/Cafe/Canteen,2015-11-23,4,184A King's Road,LONDON,SW3 5XP,5,5,10,-0.16698700000000,51.48843300000000
The Grove Fish Bar,333983,Takeaway/sandwich shop,2016-04-07,4,143 Ladbroke Grove,LONDON,W10 6HJ,5,10,5,-0.21030900000000,51.51726600000000
The Hampshire School Chelsea,333597,School/college/university,2015-10-13,5,5 Wetherby Place,LONDON,SW7 4NX,0,0,0,-0.18272900000000,51.49245500000000
The Hampshire Schools,333777,School/college/university,2016-05-17,5,15 Manresa Road,LONDON,SW3 6NB,5,0,5,-0.17166600000000,51.48705800000000
The Hansom Cab,542950,Pub/bar/nightclub,2015-10-07,4,84 Earl's Court Road,LONDON,W8 6EG,5,10,5,-0.19713500000000,51.49609400000000
The Hill Cafe,334258,Other catering premises,2015-08-03,5,89 Moscow Road,LONDON,W2 4EL,0,0,0,-0.19319300000000,51.51161800000000
The Hillgate,457413,Pub/bar/nightclub,2015-04-08,3,24 Hillgate Street,LONDON,W8 7SR,10,10,10,-0.19772800000000,51.50808100000000
The Hour Glass,798063,Pub/bar/nightclub,2015-09-23,5,Public House,279-283 Brompton Road,"LONDON, SW3 2DY",0,5,0,-0.16855800000000,51.49415900000000
The Hummingbird Bakery,333726,Manufacturers/packers,2015-11-13,5,47 Old Brompton Road,LONDON,SW7 3JP,0,5,0,-0.17550700000000,51.49329600000000
The Ivy Chelsea Garden,746271,Pub/bar/nightclub,2015-04-30,5,195-197 King's Road,LONDON,SW3 5ED,5,5,0,-0.16949800000000,51.48688000000000
The Ivy Kensington Brasserie,803758,Restaurant/Cafe/Canteen,2015-12-09,5,96A Kensington High Street,LONDON,W8 4SG,5,5,5,-0.19226000000000,51.50171100000000
The Juice Smith Limited,904405,Restaurant/Cafe/Canteen,,AwaitingInspection,Harrods,87-135 Brompton Road,"LONDON,",,,,-0.16305300000000,51.49960300000000
The Kensington Hotel,334739,Hotel/bed & breakfast/guest house,2016-09-14,5,109-113 Queen's Gate,LONDON,SW7 5LR,0,0,0,,
The Kensington Nursing Home,334376,Hospitals/Childcare/Caring Premises,2015-11-12,4,40-46 Ladbroke Road,LONDON,W11 3PH,10,5,0,-0.20249800000000,51.50918000000000
The Kensington Wine Rooms,333877,Restaurant/Cafe/Canteen,2016-04-26,4,127-129 Kensington Church Street,LONDON,W8 7LP,5,10,5,-0.19506100000000,51.50739300000000
The Kings Arms,334863,Pub/bar/nightclub,2015-02-27,5,Public House,190 Fulham Road,"LONDON,",5,5,0,-0.18106300000000,51.48619800000000
The Kiosk,850659,Takeaway/sandwich shop,2015-12-01,2,Natural History Museum,Cromwell Road,"LONDON, SW7 5BD",15,15,10,-0.17690400000000,51.49657300000000
The League of Friends Shop,333608,Retailers - other,2013-05-09,Exempt,Brompton Hospital,Fulham Road,"LONDON, SW3 6HP",,,,-0.17397100000000,51.49027700000000
The Ledbury,333612,Restaurant/Cafe/Canteen,2015-12-09,5,Basement And Ground Floor,127 Ledbury Road,"LONDON, W11 2AQ",5,5,0,-0.20006800000000,51.51636300000000
The Little French Restaurant,334716,Restaurant/Cafe/Canteen,2015-05-12,3,18 Hogarth Place,LONDON,SW5 0QY,5,10,10,-0.19255300000000,51.49320900000000
The Little Yellow Door,334861,Pub/bar/nightclub,2016-02-09,3,First Floor,68 Notting Hill Gate,"LONDON, W11 3HT",10,10,10,-0.19593300000000,51.50938500000000
The London Kensington Hilton,695899,Hotel/bed & breakfast/guest house,2016-07-18,5,Hotel,179-199 Holland Park Avenue,"LONDON, W11 4UL",5,5,0,-0.21327800000000,51.50511800000000
The London Sketch Club,334865,Other catering premises,2016-02-22,4,7 Dilke Street,LONDON,SW3 4JE,10,0,0,-0.16027200000000,51.48456000000000
The Londonears Cafe,542961,Restaurant/Cafe/Canteen,2014-12-22,5,1 Barkston Gardens,LONDON,SW5 0ER,5,5,5,-0.19008300000000,51.49228100000000
The Lounge,489727,Restaurant/Cafe/Canteen,2015-11-24,3,Fifth Floor,99 Kensington High Street,"LONDON, W8 5TD",10,10,10,,
The Marriott Hotel,333486,Hotel/bed & breakfast/guest house,2016-08-08,5,Hotel,147C Cromwell Road,"LONDON, SW5 0TH",0,5,5,-0.18981100000000,51.49442600000000
The Master Butcher,334372,Retailers - other,2013-08-01,4,234 Portobello Road,LONDON,W11 1LJ,0,10,0,-0.20584200000000,51.51723400000000
The Milestone Hotel,334646,Restaurant/Cafe/Canteen,2016-08-01,5,1-2 Kensington Court,LONDON,W8 5DL,5,5,5,-0.18673200000000,51.50159000000000
The Millennium Knightsbridge,334941,Hotel/bed & breakfast/guest house,2016-03-08,5,Hotel,17-25 Sloane Street,"LONDON,",5,5,5,-0.16013800000000,51.49971100000000
The Mitre,334306,Pub/bar/nightclub,2015-11-30,5,PUBLIC HOUSE,40 Holland Park Avenue,"LONDON, W11 3QY",5,5,0,-0.20413500000000,51.50787400000000
The Moorish Trading Company,668423,Other catering premises,2014-08-08,5,,,,5,5,0,,
